"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.169818000E0,7.598412886E-1,1.330123886E0,-1.078468678E-1,1.535649466E0
2.179816000E0,7.492110506E-1,1.339749718E0,-1.075035997E-1,1.538766886E0
2.189807000E0,4.146732416E-1,4.837511145E-1,-2.036115973E-1,6.688996342E-1
2.199824000E0,-1.874838071E-1,-1.134311871E-1,-5.754456428E-2,2.265572532E-1
2.209822000E0,-1.700304713E-1,-1.106544175E-1,-5.755420762E-2,2.108725874E-1
2.219834000E0,4.255398443E-2,-2.592175766E-2,1.127499591E-1,1.232693489E-1
2.229823000E0,4.102027895E-1,-4.821623894E-1,-7.762178048E-1,1.001629162E0
2.239821000E0,4.215094407E-1,-4.925527820E-1,-7.765669566E-1,1.011600064E0
2.249832000E0,3.878631001E-1,-6.427467752E-1,-8.817972502E-1,1.158070633E0
2.259827000E0,3.034864626E-1,-3.205489668E-1,3.344624164E-1,5.538237816E-1
2.269825000E0,2.939591738E-1,-3.259551562E-1,3.343302328E-1,5.517567075E-1
2.279829000E0,-1.556171944E-1,-5.701810748E-1,8.526773123E-1,1.037488201E0
2.289801000E0,-3.144131545E-1,2.253381878E-1,3.557503013E-1,5.255389686E-1
2.299799000E0,-3.404756930E-1,2.159743288E-1,3.556814138E-1,5.376596287E-1
2.309827000E0,-4.996522885E-1,-6.873977128E-2,-5.520590643E-2,5.073709271E-1
2.319819000E0,-5.591823160E-1,-3.783053510E-1,-1.092972696E-1,6.839193624E-1
2.329817000E0,-6.113917756E-1,-6.581025868E-1,-2.045887401E-1,9.212792577E-1
2.339825000E0,-5.597335257E-1,-7.377381556E-1,-3.980167169E-1,1.007956603E0
2.349824000E0,-5.845255739E-1,-2.464949124E-1,-8.292753300E-2,6.397709466E-1
2.359822000E0,-2.101070636E-2,-6.056212042E-2,6.363679746E-1,6.395884765E-1
2.369822000E0,-2.284463530E-2,3.756642368E-1,-1.800614063E-1,4.172141011E-1
2.379822000E0,-4.642951256E-1,-1.881900045E-1,2.039394982E-1,5.409036517E-1
2.389820000E0,-2.944319943E-1,-5.992685973E-1,-8.825740711E-2,6.735001268E-1
2.399820000E0,1.653907605E-1,-1.483903739E-1,-3.691530332E-1,4.308686211E-1
2.409820000E0,1.768297781E-1,-1.497603217E-1,-3.692699410E-1,4.359555180E-1
2.419818000E0,1.404024560E-1,2.382699813E-1,4.821939278E-1,5.558744622E-1
2.429817000E0,-2.527837938E-1,-2.041701708E-1,3.063470849E-1,4.465799386E-1
2.439817000E0,-2.522579282E-1,-2.048257351E-1,3.063267110E-1,4.465688054E-1
2.449815000E0,-1.686991151E-1,-4.329170296E-1,-8.007513329E-2,4.714748911E-1
2.459815000E0,-1.837331837E-1,-4.967418369E-1,-1.315598763E-1,5.457273462E-1
2.469814000E0,-1.759499001E-1,-4.983755490E-1,-1.316297139E-1,5.446677306E-1
2.479812000E0,-8.687317359E-3,-5.962648460E-1,1.011055306E-1,6.048384614E-1
2.489812000E0,4.346994802E-1,-1.749409448E-1,2.916764985E-2,4.694877251E-1
2.499811000E0,4.379917549E-1,-1.752294683E-1,2.914612479E-2,4.726432487E-1
2.509809000E0,2.935258403E-1,7.332077238E-2,-2.999141062E-2,3.040276950E-1
2.519789000E0,-2.288332331E-1,-4.120404962E-1,1.036465843E-1,4.825812196E-1
2.529810000E0,-2.265181194E-1,-4.134311103E-1,1.035992128E-1,4.826681451E-1
2.539808000E0,-9.843535390E-2,4.586110108E-1,-3.843203543E-2,4.706278779E-1
2.549794000E0,2.727002509E-1,-1.700811959E-1,3.518472940E-2,3.233125504E-1
2.559807000E0,2.736510630E-1,-1.712286755E-1,3.515325722E-2,3.247151291E-1
2.569805000E0,2.429517738E-1,-8.807337879E-1,1.806801057E-2,9.138074318E-1
2.579773000E0,2.122527587E-1,-8.883217927E-1,-1.340489446E-1,9.231121062E-1
2.589789000E0,-3.237775754E-2,-1.055825061E-1,-6.177054347E-2,1.265368911E-1
2.599787000E0,-3.157759577E-2,-1.076712686E-1,-6.182430130E-2,1.281112441E-1
2.609791000E0,-2.106182975E-1,-3.039659343E-1,-1.615751600E-1,4.035615055E-1
2.619802000E0,1.007407009E-1,-2.409209810E-1,-7.198047635E-2,2.708741348E-1
2.629800000E0,1.080088448E-1,-1.380342241E-1,-5.556944336E-2,1.838676714E-1
2.639799000E0,2.484197793E-1,-3.484973054E-1,1.383330168E-2,4.281986908E-1
2.649800000E0,1.929676183E-1,3.737800446E-1,-2.287966332E-1,4.788485385E-1
2.659798000E0,-1.893680460E-3,5.492622588E-1,1.529417369E-1,5.701611964E-1
2.669789000E0,2.187778311E-1,2.878144263E-1,-1.862559466E-1,4.066843506E-1
2.679797000E0,1.869984699E-1,3.912518904E-1,-7.041711361E-2,4.393233882E-1
2.689795000E0,1.936686994E-1,7.293884042E-5,3.020461837E-1,3.588028255E-1
2.699788000E0,-6.006910421E-2,-7.485264147E-1,-1.240866504E-1,7.611160146E-1
2.709794000E0,4.429610477E-1,-5.698229694E-1,4.164090972E-1,8.332522082E-1
2.719792000E0,2.376107443E-2,-9.114117164E-2,-1.628768050E-1,1.881492903E-1
2.729786000E0,-4.255720862E-1,-4.266127078E-1,5.364446345E-3,6.026099736E-1
2.739771000E0,-2.858540924E-1,-2.549753230E0,3.505130234E-1,2.589558548E0
2.749769000E0,9.629227627E-2,1.158982096E-1,-1.421196736E-1,2.071294260E-1
2.759785000E0,1.712390109E-2,8.870259949E-2,-9.200959851E-3,9.080769134E-2
2.769789000E0,1.409201356E-1,9.093921429E-2,-7.865619678E-2,1.852436844E-1
2.779787000E0,3.799834790E-2,9.014923719E-2,-4.318034456E-2,1.069359695E-1
2.789784000E0,8.034805208E-2,8.896577901E-2,-7.341351014E-2,1.405712018E-1
2.799786000E0,3.611162272E-2,7.989739621E-2,-3.329609473E-2,9.378844887E-2
2.809784000E0,7.599482287E-2,8.276001027E-2,-3.074778451E-2,1.164897363E-1
2.819771000E0,7.286345160E-2,6.820646410E-2,-5.738950343E-2,1.151293161E-1
2.829784000E0,6.041655673E-2,9.696446853E-2,-6.053040384E-2,1.292911376E-1
2.839782000E0,6.033417037E-2,9.702799304E-2,-6.052879586E-2,1.292995695E-1
2.849781000E0,6.109926027E-2,6.555993207E-2,-3.657573404E-2,9.679363935E-2
2.859781000E0,7.044736838E-2,6.268210611E-2,-6.097238482E-2,1.122920739E-1
2.869779000E0,7.036356591E-2,6.279797235E-2,-6.096976271E-2,1.123028437E-1
2.879779000E0,8.249110230E-2,7.285501425E-2,-2.608383974E-2,1.131061526E-1
2.889779000E0,7.094244026E-2,9.388166112E-2,-6.440058452E-2,1.341418332E-1
