"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
7.130028677E0,7.909187317E0,-3.018082619E0,7.851109505E0
7.150026209E0,1.111432076E1,-7.371142507E-2,6.306463718E0
7.170023741E0,8.538177490E0,3.203411818E0,2.837671757E0
7.190021207E0,4.620916843E0,5.526515961E0,-2.187769413E-1
7.210018673E0,8.984708786E-1,2.364073515E0,-3.007956982E0
7.230016205E0,-2.232028008E0,-3.886289597E0,-9.307860136E-1
7.250013671E0,7.964806080E0,4.585599899E-1,-7.873380184E-1
7.270011203E0,1.075429153E1,1.686122060E0,-4.373537064E0
7.290008735E0,6.574464321E0,-3.035083055E0,-3.440068960E0
7.310006267E0,3.790388107E-1,-3.775193930E0,-4.245685101E0
7.330003700E0,-3.477653503E0,-3.050917625E0,-2.883485794E0
7.350001099E0,-3.985416412E0,-1.584934115E0,-1.118030071E0
7.369998565E0,-2.867507935E0,5.598236322E-1,5.561239719E-1
7.389996031E0,-2.621883392E0,6.110797524E-1,5.432231426E-1
7.409993497E0,-4.541835785E-1,1.900793314E-1,-1.111392975E-1
7.429990930E0,1.810745239E0,-2.647349834E-1,-2.472375393E0
7.449988462E0,3.202852726E0,-2.539344549E0,-4.433548450E0
7.469985928E0,3.740960121E0,-3.495280743E0,-5.338268280E0
7.489983394E0,6.218076706E0,-2.615507364E0,-3.739745140E0
7.509980926E0,1.226448250E1,-5.775283575E-1,1.838392258E0
7.529978458E0,1.407105541E1,3.983075321E-1,6.849233627E0
7.549975990E0,6.295392990E0,-2.133012295E0,9.367905617E0
7.569973456E0,-1.066994548E0,-9.016385674E-1,9.660295486E0
7.589970988E0,-4.565620422E-1,2.110923052E0,8.123067856E0
7.609968454E0,1.947628975E0,1.883654833E0,6.226072788E0
7.629965986E0,7.743525505E-1,-3.912345171E-1,2.603113174E0
7.649963552E0,-1.125953197E0,-2.858487129E0,2.708391190E0
7.669961185E0,-8.893203735E-2,-2.475096941E0,1.381823063E0
7.689958918E0,1.168711662E0,-1.033355117E0,2.792912722E-1
